,Job Title,Job Salary,Key Skills,Role Category,Location,Functional Area,Industry,Role
430, Hiring Freshers For Non Voice Profile (international)," 1,00,000 - 4,00,000 PA. ","[' bpo', ' voice', ' CCA', ' international bpo', ' call center', ' Inbound', ' CCO', ' Email Campaign', ' Chat Process', ' CSA', ' process developer', ' voice process', ' CCR', ' bpo fresher', ' PD', ' Captive']","['Back Office', 'Web', 'Transaction Processing']","['Delhi ncr', 'Gurgaon', 'Noida']","['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(NonTechnical)
431, Vehicle Maintenance Incharge , Not Disclosed by Recruiter ,"[' Production', ' Manufacturing', ' Maintenance']","['Production', 'Manufacturing', 'Maintenance']",['Bengaluru'],"['Production ', ' Manufacturing ', ' Maintenance']","['Recruitment', ' Staffing']",Service/Maintenance Engineer
432, Sales Executive, Not Disclosed by Recruiter ,"[' marketing', ' sales executive activities', ' Selling', ' direct selling', ' Field Marketing', ' onboarding', ' training', ' sales', ' field sales']",['Retail Sales'],['Pune'],"['Sales ', ' Retail ', ' Business Development']","['IT-Software', ' Software Services']",Sales Executive/Officer
433, Human Resources(hr) Intern/trainee in Bangalore at Chipsol Consultants," 50,000 - 1,25,000 PA. ","[' hr', ' trainee', ' bca fresher', ' looking for', ' fresher', ' Bba Fresher', ' recruitment', ' entry level', ' mba fresher', ' internship']","['HR', ' Recruitment ', ' IR']",['Bengaluru'],"['HR ', ' Recruitment ', ' Administration ', ' IR']","['Fresher', ' Trainee', ' Entry Level']",HR Executive
434, IT Field Engineer," 2,00,000 - 3,00,000 PA. ","[' User Acceptance Testing', ' Client Support', ' Field Engineering', ' Providing Training', ' Project Implementation']",['Other'],['Mumbai'],"['IT Software - Application Programming ', ' Maintenance']","['IT-Software', ' Software Services']",Fresher
435, Urgent Req- .Net Developerfreshers)-decimal Point Analytics-mumbai, Not Disclosed by Recruiter ,"[' btech freshers', ' mca fresher']",['Programming & Design'],['Mumbai'],"['IT Software - Application Programming ', ' Maintenance']","['KPO', ' Research', ' Analytics']",Software Developer
436, Sales Officer - Home Loan for Kandivali / Dadar / Andheri," 1,50,000 - 2,50,000 PA. ","[' mortgages', ' mktg', ' customer relationship', ' mis reporting', ' branding', ' sales', ' Marketing', ' relationship management', ' housing loan', ' client meeting', ' home loans', ' home finance', ' lap', ' housing finance']",['Retail Sales'],"['Mumbai', 'Mumbai suburbs', 'Navi mumbai']","['Sales ', ' Retail ', ' Business Development']","['Banking', ' Financial Services', ' Broking']",Sales Executive/Officer
437, Hiring Freshers in BPO. Salary Starts from 20k -25k in Inbound Process," 2,25,000 - 3,00,000 PA. ","[' cce', ' day shift bpo', ' fresher', ' call center', ' bpo', ' international bpo', ' inbound process', ' freshers']",['Other'],['Delhi ncr'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Fresher
438, Marketing Executives, Not Disclosed by Recruiter ,"[' Client meeting', ' Lead generation', ' Interpersonal skills', ' Marketing Executive', ' Presentation', ' Business Executive']","['Ticketing', 'Travel', 'Documentation']",['Noida'],"['Travel ', ' Tours ', ' Ticketing ', ' Airlines']","['BPO', ' Call Centre', ' ITeS']",Operations Executive
439, Urgently Required Medical Officer," 2,50,000 - 3,00,000 PA. ","[' Claims Processing', ' healthcare', ' medical']",['Medical Professional'],['Bengaluru'],"['Medical ', ' Healthcare ', ' R&D ', ' Pharmaceuticals ', ' Biotechnology']","['Medical', ' Healthcare', ' Hospitals']",Medical Officer
440, Sr Tech Support Associate ( UK Shift), Not Disclosed by Recruiter ,"[' Help Desk', ' Customer Service', ' data analysis', ' tech support', ' BPO', ' voice', ' customer relationship', ' cce', ' inbound', ' customer service', ' caller', ' technical support', ' voice process', ' access controls', ' outbound', ' uk', ' calling', ' non voice', ' us']",['Voice'],['Kolkata'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['IT-Software', ' Software Services']",Associate/Senior Associate -(Technical)
441, Mega Walk-in - Interview For Customer Care Representative," 1,00,000 - 3,50,000 PA. ","[' customer service associate', ' BPO', ' customer service executive', ' customer care associate', ' Inbound', ' Customer Care Executive', ' customer service representative', ' Fresher', ' ITES', ' Call Center', ' Voice', ' customer care representative', ' International']",['Voice'],"['Delhi ncr', 'Gurgaon', 'Noida']","['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(NonTechnical)
442, Recruitment Executive," 1,00,000 - 2,50,000 PA. ","[' Recruitment', ' Hiring', ' Sourcing', ' Non It', ' IT']","['HR', ' Recruitment ', ' IR']",['Chandigarh'],"['HR ', ' Recruitment ', ' Administration ', ' IR']","['Recruitment', ' Staffing']",Recruitment Executive
443, Computer Hardware & Networking Engineer," 1,00,000 - 2,00,000 PA. ","[' Communication Skills', ' Hardware Networking', ' technical support engineer', ' time management', ' Field Engineer']","['Admin', 'Maintenance', 'Security', 'Datawarehousing']",['Pune'],"['IT Software - Network Administration ', ' Security']",['IT-Hardware & Networking'],Technical Support Engineer
444, Process Executive," 1,00,000 - 2,00,000 PA. ","[' Communication Skills', ' Fresher', ' voice process', ' international voice process']",['Voice'],['Hyderabad'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(Technical)
445, Hiring For UK Based Airlines In Gurgaon Salary up To 36 k In hand," 2,00,000 - 7,00,000 PA. ","[' chat process', ' email process', ' hp', ' british telecom', ' bt', ' fresher', ' voice process', ' exl', ' international call center', ' non voice', ' backend', ' bpo', ' barclays', ' back office', ' customer support', ' dell', ' amazon', ' ibm', ' accenture', ' wns']",['Voice'],"['Delhi ncr', 'Gurgaon', 'Noida']","['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(NonTechnical)
446, Spend 2 To 3 hour Per day and Earn 4k To 6k per week," 2,50,000 - 4,50,000 PA. ","[' online sales', ' computer operator', ' Online Marketing', ' data entry', ' part time']",['Retail Sales'],"['Delhi ncr', 'Mumbai', 'Dehradun', 'Faridabad', 'Gurgaon', 'Noida']","['Sales ', ' Retail ', ' Business Development']","['IT-Software', ' Software Services']",Sales Executive/Officer
447, Management Trainee, Not Disclosed by Recruiter ,[' Management Trainee'],['Other'],['Hyderabad'],"['Marketing ', ' Advertising ', ' MR ', ' PR ', ' Media Planning']","['IT-Software', ' Software Services']",Trainee
448, Recruitment For Inbound Technical Voice Process, Not Disclosed by Recruiter ,"[' Productivity', ' Outbound', ' Technical voice process', ' US shift', ' Bonus', ' Technical support', ' Recruitment']",['Voice'],['Kolkata'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['IT-Software', ' Software Services']",Associate/Senior Associate -(Technical)
449, HR Recruiter/recruitment Executive," 1,00,000 - 1,75,000 PA. ","[' hiring', ' recruitment', ' calling', ' hr', ' sourcing', ' staffing']","['HR', ' Recruitment ', ' IR']",['Bengaluru'],"['HR ', ' Recruitment ', ' Administration ', ' IR']","['Recruitment', ' Staffing']",Recruitment Executive
450, International Inbound TECH Support / US Shift, Not Disclosed by Recruiter ,"[' Outbound', ' English', ' Night shift', ' process', ' Target', ' Outbound process', ' employee referral', ' Inbound voice process', ' US shift', ' Technical support']",['Voice'],['Kolkata'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['IT-Software', ' Software Services']",Associate/Senior Associate -(Technical)
451, Customer Care Executive || Bangalore," 50,000 - 1,25,000 PA. ","[' English', ' Customer Care', ' Voice Process']",['Voice'],['Bengaluru'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(NonTechnical)
452,Amazon Hiring Data Associate- Phoenix Avance-hitech City,"INR 2,25,000 - 3,00,000 PA.","['annotation', 'communication skills', 'fresher', 'data services', 'transcriber', 'Cbse', 'ICSE']",['Voice'],['Hyderabad'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']",['BPO / Call Centre / ITES'],Associate/Senior Associate -(NonTechnical)
453," Technical Support P( Graduates in Be,bsc It,btech)"," 2,00,000 - 4,00,000 PA. ",[' Technical Support'],"['Admin', 'Maintenance', 'Security', 'Datawarehousing']",['Mumbai'],"['IT Software - Application Programming ', ' Maintenance']","['IT-Software', ' Software Services']",Technical Support Engineer
454, Hiring B2B Webselling Experienced Callers Urgently , Not Disclosed by Recruiter ,"[' Voice process', ' bpo', ' process', ' B2B', ' Website sales', ' MNC', ' Outbound process', ' cce', ' web sales', ' Packaging', ' sales executive', ' customer care executive']",['Voice'],['Kolkata'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['IT-Software', ' Software Services']",Associate/Senior Associate -(NonTechnical)
455," Walk-in Spot Offer For Fresher 2019 Engineering,arts/science-hr Rumal"," 1,75,000 - 2,50,000 PA. ","[' night shift', ' bpo', ' non voice process', ' bca', ' chat process', ' campus', ' customer service', ' customer support', ' fresher', ' computer', ' bsc', ' english', ' international']","['Back Office', 'Web', 'Transaction Processing']",['Chennai'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(NonTechnical)
456, Front Office Associate," 1,25,000 - 1,50,000 PA. ","[' front office', ' front desk', ' reception']","['Front Office', 'Customer Care']",['Ghaziabad (vaishali) '],"['Hotels ', ' Restaurants']","['Travel ', ' Hotels ', ' Restaurants ', ' Airlines ', ' Railways']",Front Office/Guest Relations Executive/Manager
457, Actuarial Intern, Not Disclosed by Recruiter ,"[' Customer Service', ' Help Desk', ' Information', ' Telephony support', ' customer relationship', ' access controls', ' Vendor Management', ' Asset Management']","['Life Insurance', 'Financial Services']","['Bengaluru', 'Other - other']","['Financial Services ', ' Banking ', ' Investments ', ' Insurance']","['Recruitment', ' Staffing']",Actuary Manager
458, Hurry!Urgent Opening For CCE In International BPO, Not Disclosed by Recruiter ,"[' Technical support', ' Outbound', ' Service', ' Comp', ' US shift', ' International BPO', ' Inbound calls', ' Bonus', ' process']",['Voice'],['Kolkata'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['IT-Software', ' Software Services']",Associate/Senior Associate -(NonTechnical)
459, Vacancies :: COE (telecaller) Bangalore(domlur )," 1,50,000 - 3,00,000 PA. ","[' telecaller', ' csr', ' customer support executive', ' verbal communication', ' cse', ' Telecalling', ' telesales', ' tele marketing executive', ' telemarketing', ' communication skills', ' customer care executive']",['Sales Support'],['Bengaluru'],"['Sales ', ' Retail ', ' Business Development']","['Education', ' Teaching', ' Training']",Telesales/Telemarketing Executive/Officer
460, Customer support executive for Technical Sales Inbound /Fixed Salary, Not Disclosed by Recruiter ,"[' Technical support', ' BPO', ' Outbound', ' Night shift', ' English', ' Customer Support Executive', ' Process Associate', ' process', ' Desktop support', ' Technical sales']",['Voice'],['Kolkata'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['IT-Software', ' Software Services']",Associate/Senior Associate -(NonTechnical)
461, Hiring For International BPO For Freshers n Experinced Call Shivani, incentives ,"[' domestic bpo', ' cce', ' bpo', ' domestic sales']",['Voice'],"['Delhi ncr', 'Gurgaon', 'Noida']","['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(NonTechnical)
462, Vacancy going for International Web Selling Process, Not Disclosed by Recruiter ,"[' English', ' process', ' Outbound process', ' Web technologies', ' International BPO', ' International sales', ' Group', ' Packaging', ' Customer Care Executive', ' Time']",['Voice'],['Kolkata'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['IT-Software', ' Software Services']",Associate/Senior Associate -(NonTechnical)
463,Hiring For Language Expert !!, Not Disclosed by Recruiter,"['German Language', 'French', 'Spanish', 'Italian', 'Spanish Language Expert', 'Italian Language Specialist', 'Language']",['Voice'],['Gurgaon'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']",['BPO / Call Centre / ITES'],Associate/Senior Associate -(NonTechnical)
464, US IT Recruiter, Not Disclosed by Recruiter ,"[' Recruitment', ' Cold calling', ' Networking', ' Mining', ' Technical recruitment', ' US recruitment', ' Interview coordination', ' Client communication', ' Management', ' Database']","['HR', ' Recruitment ', ' IR']",['Noida'],"['HR ', ' Recruitment ', ' Administration ', ' IR']","['IT-Software', ' Software Services']",Recruitment Executive
465, Purchase Engineer," 1,50,000 - 3,00,000 PA. ","[' Purchase', ' Purchase Planning']","['Purchase', 'Material Management']",['Pune'],['Purchase / Logistics / Supply Chain'],"['Automobile', ' Auto Anciliary', ' Auto Components']",Purchase Executive
466, Freshers in Networking, Not Disclosed by Recruiter ,"[' SAN', ' Networking', ' Cisco Certification', ' ITSM', ' ITIL', ' MS Office', ' Six Sigma', ' PMP', ' Cloud Computing', ' SFDC', ' Avaya']","['Admin', 'Maintenance', 'Security', 'Datawarehousing']",['Hyderabad'],"['IT Software - Network Administration ', ' Security']","['Strategy', ' Management Consulting Firms']",Network Administrator
467," Programmer Analyst, Technology & Operations", Not Disclosed by Recruiter ,"[' spring boot', ' Hibernate', ' Operating systems', ' html5', ' Analytical', ' Banking', ' Manager Quality Control', ' Selenium', ' Unit testing', ' Auditing']",['Programming & Design'],['Chennai'],"['IT Software - Application Programming ', ' Maintenance']","['Education', ' Teaching', ' Training']",Software Developer
468, Sales Executives, Not Disclosed by Recruiter ,[' Sales Executive'],['Retail Sales'],['Gurgaon'],"['Sales ', ' Retail ', ' Business Development']","['BPO', ' Call Centre', ' ITeS']",Sales Executive/Officer
469, Junior Marketing executive - Arisen Technologies, Not Disclosed by Recruiter ,"[' Junior Marketing Executive', ' Internship', ' Online bidding', ' Analytical skills', ' WHO', ' Freelancing', ' Guru', ' Local', ' Business Executive']",['Corporate Sales'],['Noida'],"['Sales ', ' Retail ', ' Business Development']","['IT-Software', ' Software Services']",Sales/Business Development Manager
470,Job Description," INR 1,00,000 - 2,50,000 PA.","['CSE', 'EEE', 'b.tech', 'IT']",['Programming & Design'],['Bengaluru'],"['IT Software - Application Programming ', ' Maintenance']",['IT-Software / Software Services'],Software Developer
471, Admission Support Officer(tele Counselor)," 3,00,000 - 3,50,000 PA. ","[' Voice', ' sales', ' Counselling', ' Admissions', ' Counsellor', ' Education', ' bpo', ' Telecalling', ' Telemarketing', ' Inbound', ' Outbound', ' caller', ' cce', ' Fresher', ' uk', ' us', ' sale', ' business development', ' bde', ' lead generation', ' counseling']",['Voice'],"['Mumbai', 'Surat']","['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Telecalling/Telemarketing Executive
472, Inbound Technical Sales Process, Not Disclosed by Recruiter ,"[' Outbound', ' Technical sales', ' Sales process', ' US shift', ' Bonus', ' Technical support', ' International BPO']",['Voice'],['Kolkata'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['IT-Software', ' Software Services']",Telecalling/Telemarketing Executive
